,Section_Name,Content,Section_Number
294,ADVERSE EVENTS,Not related: There is not a reasonable causal relationship between study drug  administration and the AE.,6
295,ADVERSE EVENTS,"The term ""reasonable causal relationship"" means there is evidence to suggest a causal  relationship.",6
296,ADVERSE EVENTS,"Adverse events can be spontaneously reported or elicited during open-ended questioning,  examination, or evaluation of a subject. (In order to prevent reporting bias, subjects should not be  questioned regarding the specific occurrence of one or more AEs.)",6
297,Serious Adverse Events,"A S erious Adverse Event (SAE) is any untoward medical occurrence that at any dose: results in death  is life-threatening (defined as an event in which the subject was at risk of death at the time of  the event; it does not refer to an event which hypothetically might have caused death if it  were more severe)  requires inpatient hospitalization or causes prolongation of existing hospitalization (see  NOTE below)  results in persistent or significant disability/incapacity  is a congenital anomaly/birth defect   is an important medical event (defined as a medical event(s) that may not be immediately  life-threatening or result in death or hospitalization but, based upon appropriate medical and  scientific judgment, may jeopardize the subject or may require intervention [eg, medical,  surgical] to prevent one of the other serious outcomes listed in the definition above.)    Examples of such events include, but are not limited to, intensive treatment in an emergency  room or at home for allergic bronchospasm; blood dyscrasias or convulsions that do not  result in hospitalization.) Potential drug induced liver injury (DILI) is also considered an  important medical event. (See Section 6.6 for the definition of potential DILI.) Suspected transmission of an infectious agent (eg, pathogenic or nonpathogenic) via the study  drug is an SAE.",6.1
298,Serious Adverse Events,"Although pregnancy, overdose, cancer, and potential drug induced liver injury (DILI) are not  always serious by regulatory definition, these events must be handled as SAEs. (See Section  6.1.1 for reporting pregnancies).",6.1
299,Serious Adverse Events,"Any component of a study endpoint that is considered related to study therapy (eg, death is an  endpoint, if death occurred due to anaphylaxis, anaphylaxis must be reported) should be reported  as SAE (see Section 6.1.1 for reporting details).",6.1
300,Serious Adverse Events,"NOTE : The following hospitalizations are not considered SAEs in BMS clinical studies: a visit to the emergency room or other hospital department < 24 hours, that does not  result in admission (unless considered an important medical or life-threatening event)  elective surgery, planned prior to signing consent  admissions as per protocol for a planned medical/surgical procedure  routine health assessment requiring admission for baseline/trending of health status (eg,  routine colonoscopy)  medical/surgical admission other than to remedy ill health and planned prior to entry into  the study. Appropriate documentation is required in these cases  admission encountered for another life circumstance that carries no bearing on health  status and requires no medical/surgical intervention (eg, lack of housing, economic  inadequacy, caregiver respite, family circumstances, administrative reason).",6.1
301,Serious Adverse Events,Admission for administration of anticancer therapy in the absence of any other SAEs  (applies to oncology protocols).,6.1
302,Serious Adverse Event Collection and Reporting,"Sections 5.6.1 and 5.6.2 in the Investigator Brochure (IB) represent the Reference Safety  Information to determine expectedness of serious adverse events for expedited reporting. Following the subjects written consent to participate in the study, all SAEs, whether related or  not related to study drug, must be collected, including those thought to be associated with  protocol-specified procedures. All SAEs must be collected that occur during the screening period  and within 60 days of discontinuation of dosing.",6.1.1
303,Serious Adverse Event Collection and Reporting,The investigator should report any SAE that occurs after these time periods and that is believed  to be related to study drug or protocol-specified procedure.,6.1.1
304,Serious Adverse Event Collection and Reporting,   An SAE report should be completed for any event where doubt exists regarding its seriousness.,6.1.1
305,Serious Adverse Event Collection and Reporting,"If the investigator believes that an SAE is not related to study drug, but is potentially related to  the conditions of the study (such as withdrawal of previous therapy or a complication of a study procedure), the relationship should be specified in the narrative section of the SAE Report Form.",6.1.1
306,Serious Adverse Event Collection and Reporting,"SAEs, whether related or not related to study drug, and pregnancies must be reported to BMS (or  designee) within 24 hours, and the head of the study site to comply with procedures of the study  site. SAEs must be recorded on the SAE Report Form; pregnancies on a Pregnancy Surveillance  Form (electronic or paper forms). The preferred method for SAE data reporting collection is  through the eCRF. The paper SAE/pregnancy surveillance forms are only intended as a back-up  option when the eCRF system is not functioning. In this case, the paper forms are to be  transmitted via email or confirmed facsimile (fax) transmission to: SAE Email Address: worldwide.safety@bms.com.",6.1.1
307,Serious Adverse Event Collection and Reporting,SAE Facsimile Number: +1 (609) 818-3804.,6.1.1
308,Serious Adverse Event Collection and Reporting,"For studies capturing SAEs through electronic data capture (EDC), electronic submission is the  required method for reporting. The paper forms should be used and submitted immediately, only  in the event the electronic system is unavailable for transmission. When paper forms are used,  the original paper forms are to remain on site.",6.1.1
309,Serious Adverse Event Collection and Reporting,"If only limited information is initially available, follow-up reports are required. (Note: Follow-up  SAE reports should include the same investigator term(s) initially reported.) If an ongoing SAE changes in its intensity or relationship to study drug or if new information  becomes available, a follow-up SAE report should be sent within 24 hours to the BMS (or  designee) using the same procedure used for transmitting the initial SAE report.",6.1.1
310,Serious Adverse Event Collection and Reporting,All SAEs should be followed to resolution or stabilization.,6.1.1
311,Nonserious Adverse Events,,6.2
312,Nonserious Adverse Event Collection and Reporting,The collection of nonserious AE information should begin at initiation of study drug. Nonserious  AE information should also be collected from the start of a placebo lead-in period or other  observational period intended to establish a baseline status for the subjects.,6.2.1
313,Nonserious Adverse Event Collection and Reporting,"Nonserious AEs should be followed to resolution or stabilization, or reported as SAEs if they  become serious (see Section 6.1.1 ). Follow-up is also required for nonserious AEs that cause  interruption or discontinuation of study drug and for those present at the end of study treatment  as appropriate. All identified nonserious AEs must be recorded and described on the nonserious  AE page of the CRF (paper or electronic).",6.2.1
314,Nonserious Adverse Event Collection and Reporting,Completion of supplemental CRFs may be requested for AEs and/or laboratory abnormalities  that are reported/identified during the course of the study.,6.2.1
315,Nonserious Adverse Event Collection and Reporting,  ,6.2.1
316,Laboratory Test Result Abnormalities,The following laboratory test result abnormalities should be captured on the nonserious AE CRF  page or SAE Report Form (paper or electronic) as appropriate: Any laboratory test result that is clinically significant or meets the definition of an SAE   Any laboratory test result abnormality that required the subject to have study drug  discontinued or interrupted  Any laboratory test result abnormality that required the subject to receive specific corrective  therapy.,6.3
317,Laboratory Test Result Abnormalities,"It is expected that wherever possible, the clinical rather than laboratory term would be used by  the reporting investigator (eg, anemia versus low hemoglobin value).",6.3
318,Pregnancy,"If, following initiation of the study drug, it is subsequently discovered that a study subject or a  female partner of a male study participant is pregnant or may have been pregnant at the time of  study exposure, including during the time to washout (90 days) plus one ovulatory cycle  (30 days) for a total of 120 days; or plus one spermatogenesis cycle (90 days) for a total of  180 days after product administration, the investigator must immediately notify the BMS  Medical Monitor/designee of this event and complete and forward a Pregnancy Surveillance  Form to BMS Designee within 24 hours and in accordance with SAE reporting procedures  described in Section 6.1.1.",6.4
319,Pregnancy,"In most cases, the study drug will be permanently discontinued in an appropriate manner (eg,  dose tapering if necessary for subject safety).",6.4
320,Pregnancy,"In the rare event that the benefit of continuing study drug is thought to outweigh the risk, after  consultation with BMS, the pregnant subject may continue study drug after a thorough  discussion of benefits and risk with the subject Protocol-required procedures for study discontinuation and follow-up must be performed on the  subject unless contraindicated by pregnancy (eg, x-ray studies). Other appropriate pregnancy  follow-up procedures should be considered if indicated.",6.4
321,Pregnancy,The investigator must immediately notify the BMS (or designee) Medical Monitor of this event  and complete and forward a Pregnancy Surveillance Form to BMS (or designee) within 24 hours  and in accordance with SAE reporting procedures described in Section 6.1.1.,6.4
322,Pregnancy,"Follow-up information regarding the course of the pregnancy, including perinatal and neonatal  outcome and, where applicable, offspring information must be reported on the Pregnancy  Surveillance Form.",6.4
323,Pregnancy,Any pregnancy that occurs in a female partner of a male study participant should be reported to  BMS. Information on this pregnancy will be collected on the Pregnancy Surveillance Form.,6.4
324,Pregnancy,  ,6.4
325,Overdose,,6.5
326,Potential Drug Induced Liver Injury (DILI),"Wherever possible, timely confirmation of initial liver-related laboratory abnormalities should  occur prior to the reporting of a potential DILI event. All occurrences of potential DILIs,  meeting the defined criteria, must be reported as SAEs (see Section 6.1.1 for reporting details).",6.6
327,Potential Drug Induced Liver Injury (DILI),"Potential drug induced liver injury is defined as: 1) AT (ALT or AST) elevation > 3 times upper limit of normal (ULN) AND 2) Total bilirubin > 2 times ULN, without initial findings of cholestasis (elevated serum alkaline  phosphatase), AND 3) No other immediately apparent possible causes of AT elevation and hyperbilirubinemia,  including, but not limited to, viral hepatitis, pre-existing chronic or acute liver disease, or the  administration of other drug(s) known to be hepatotoxic.",6.6
328,Other Safety Considerations,"Any  significant  worsening noted  during  interim  or  final  physical  examinations,  electrocardiogram, x-ray filming, any other potential safety assessment required or not required  by protocol should also be recorded as a nonserious or serious AE, as appropriate, and reported  accordingly.",6.7
329,Other Safety Considerations,"Second primary malignancies (SPMs) will be collected throughout the study. All SPMs that  occur during the screening period and within 60 days of discontinuation of dosing will be  reported as an SAE regardless of relationship to study drug. Additionally, any SPM that occurs  after this timeframe and considered related to study drug will be reported as an SAE. All other  SPMs will be collected and reported as adverse events.",6.7
330,DATA MONITORING COMMITTEE AND OTHER EXTERNAL COMMITTEES,,7
331,STATISTICAL CONSIDERATIONS,,8
332,Sample Size Determination,"The number of subjects in the investigational arm (ELd arm) is based on the primary objective of  assessment in objective response rate in ELd arm. The design will test the null hypothesis that  the response rate 71% versus the alternative that the true response rate > 71%. The test will  have a significance level of 15% (one-sided) and will have 80% power to reject the null    hypothesis if the true response rate is 85%. If there are 32 or more responders out of 40 subjects  in the ELd arm, the null hypothesis will be rejected. The study design requires 40 subjects in  ELd arm.",8.1
333,Sample Size Determination,The control arm (Ld arm) is set to evaluate add-on efficacy clinically for Elotuzumab with  40 subjects. The randomized ratio of ELd to Ld is 1:1.,8.1
334,Populations for Analyses,The following subject populations will be used in this study: Enrolled subjects: all subjects who signed informed consent  Randomized subjects: all subjects who were randomized to either treatment group  Treated subjects: all randomized subjects who received at least one dose of study treatment.,8.2
335,Populations for Analyses,"Analyses of baseline characteristics, including demography, and efficacy will be carried out on  all randomized subjects. Analyses of safety will be based on all treated subjects.",8.2
336,Endpoints,,8.3
337,Primary Endpoint(s),,8.3.1
338,Secondary Endpoint(s),,8.3.2
339,Objective Response Rate,,8.3.2.1
340,Progression-Free Survival,"The primary definition of Progression-free survival (PFS) is the time from randomization to the  date of the first documented tumor progression, as determined by the investigator using the  IMWG criteria, or to death due to any cause, provided death does not occur more than 10 weeks  (2 or more assessment visits) after the last tumor assessment. Clinical deterioration will not be  considered progression.",8.3.2.2
341,Progression-Free Survival,The following censoring rules will be applied for PFS: Subjects who receive systemic secondary anti-myeloma therapy prior to documented  progression will be censored on the date of the last tumor assessment prior to the initiation of  the new therapy.  Subjects who have an event (documented progression or death) > 10 weeks (2 assessment  visits) after the last prior tumor assessment will be censored at the last prior assessment.,8.3.2.2
342,Progression-Free Survival,"   Subjects who do not progress and who do not receive subsequent therapy will be censored at  their last tumor assessment.  PFS also will be analyzed applying an intent-to-treat (ITT) definition that utilizes all data on  each randomly assigned subject until either a progression event or the end of the study. PFS  under the ITT definition will be defined as the time from randomization to the date of the  first documented tumor progression or to death due to any cause. Clinical deterioration will  not be considered progression. Subjects who neither progress nor die will be censored on the  date of their last tumor assessment. There will be no censoring for subsequent therapy prior  to progression or for progression events following missing assessments. PFS is elevated from an exploratory endpoint to a secondary endpoint in the protocol amendment  03. The study duration is expanded, and PFS is expected to be sufficiently mature at the updated  targeted follow-up, which is the time of final PFS analysis for the randomized global phase 3  study for the subjects with previously untreated multiple myeloma.",8.3.2.2
343,Progression-Free Survival,   ,8.3.2.2
344,Analyses,,8.4
345,Demographics and Baseline Characteristics,,8.4.1
346,Efficacy Analyses,,8.4.2
347,Primary Efficacy Analysis,"The response rate and its corresponding exact one-sided 85% confidence interval will be  calculated in the ELd arm. In addition, the two-sided 95% confidence interval will be computed  for the ELd arm.",8.4.2.1
348,Primary Efficacy Analysis,  ,8.4.2.1
349,Secondary Efficacy Analysis,"The difference in ORR between two treatment arms along with two-sided 95% CI will be  estimated using the method of DerSimonian and Laird adjusted by stage of disease (ISS  stage 1- 2 versus 3). In addition, the response rate and its corresponding exact two-sided 95%  confidence interval will be calculated in the Ld arm.",8.4.2.2
350,Secondary Efficacy Analysis,"The PFS analyses will be conducted using both the primary and the ITT definitions of PFS. The  PFS functions for each randomized arm will be estimated using the Kaplan-Meier product limit  method. Two-sided, 95% confidence intervals for median PFS and the first and third quartiles  will be computed by treatment arm. PFS rates at 1, and 2 years will be estimated from the KM  curve. Each analysis will be performed after all subjects have been followed for the appropriate  time.",8.4.2.2
351,Secondary Efficacy Analysis, ,8.4.2.2
352,Safety Analyses,,8.4.3
353,Pharmacokinetic Analyses,Summary statistics will be calculated for elotuzumab concentrations and summarized by  scheduled collection time. Elotuzumab concentrations will be combined with concentration data  from other studies and will be analyzed using population pharmacokinetic (PPK) analysis.  Results of the PPK analysis may also be used to explore the relationship between elotuzumab  and efficacy/safety endpoints. Results of the PPK analysis and potential exploratory exposure  response analysis will be reported separately.,8.4.4
354,Pharmacokinetic Analyses,    ,8.4.4
355,Outcomes Research Analyses,,8.4.6
356,Other Analyses,,8.4.7
357,Interim Analyses,,8.5
358,STUDY MANAGEMENT,,9
359,Compliance,,9.1
360,Compliance with the Protocol and Revisions,"The study shall be conducted as described in this approved protocol. All revisions to the protocol  must be discussed with, and be prepared by, BMS. The investigator should not implement any  deviation or change to the protocol without prior review and documented approval from the IRB  of an amendment, except where necessary to eliminate an immediate hazard(s) to study subjects.  Any deviations must be documented.",9.1.1
361,Compliance with the Protocol and Revisions,"If a deviation or change to a protocol is implemented to eliminate an immediate hazard(s) prior  to obtaining IRB approval, as soon as possible the deviation or change will be submitted to: Head of the study site  IRB for review and approval via the head of the study site  BMS  Regulatory Authority(ies), if required by local regulations Documentation of approval signed by the chairperson or designee of the IRB(s) must be sent to  BMS.",9.1.1
362,Compliance with the Protocol and Revisions,If an amendment substantially alters the study design or increases the potential risk to the  subject: (1) the consent form must be revised and submitted to the IRB(s) via the head of the  study site for review and approval; (2) the revised form must be used to obtain consent from  subjects currently enrolled in the study if they are affected by the amendment; and (3) the new  form must be used to obtain consent from new subjects prior to enrollment.,9.1.1
363,Compliance with the Protocol and Revisions,"If the revision is done via an administrative letter, BMS must inform the IRB(s).",9.1.1
364,Compliance with the Protocol and Revisions,  ,9.1.1
365,Monitoring,"Representatives of BMS must be allowed to visit all study site locations periodically to assess the  data quality and study integrity. On site they will review study records and directly compare  them with source documents, discuss the conduct of the study with the investigator, and verify  that the facilities remain acceptable. Source documents are defined as follows: subject  identification code sheet, medical records, written informed consent, study drug management  sheets. Certain CRF pages and/or electronic files may serve as the source documents: such as  outcomes research assessments.",9.1.2
366,Monitoring,"In addition, the study may be evaluated by BMS internal auditors, the IRB, and government  inspectors who must be allowed access to CRFs, source documents, other study files, and study  facilities. BMS audit reports will be kept confidential.",9.1.2
367,Monitoring,"The investigator must notify BMS promptly of any inspections scheduled by regulatory  authorities, and promptly forward copies of inspection reports to BMS.",9.1.2
368,Source Documentation,"The Investigator is responsible for ensuring that the source data are accurate, legible,  contemporaneous, original and attributable, whether the data are hand-written on paper or  entered electronically. If source data are created (first entered), modified, maintained, archived,  retrieved, or transmitted electronically via computerized systems (and/or any other kind of  electronic devices) as part of regulated clinical trial activities, such systems must be compliant  with all applicable laws and regulations governing use of electronic records and/or electronic  signatures. Such systems may include, but are not limited to, electronic medical/health records  (EMRs/EHRs), adverse event tracking/reporting, protocol required assessments, and/or drug  accountability records.",9.1.2.1
369,Source Documentation,"When paper records from such systems are used in place of electronic format to perform  regulated activities, such paper records should be certified copies. A certified copy consists of a  copy of original information that has been verified, as indicated by a dated signature, as an exact  copy having all of the same attributes and information as the original.",9.1.2.1
370,Investigational Site Training,,9.1.3
371,Records,,9.2
372,Records Retention,"The head of the study site must retain all study records and source documents for the maximum  period required by applicable regulations and guidelines, or institution procedures, or for the  period specified by BMS, whichever is longer. The head of the study site must contact BMS  prior to destroying any records associated with the study.",9.2.1
373,Records Retention,BMS will notify the head of the study site when the study records are no longer needed.,9.2.1
374,Records Retention,"   If the investigator withdraws from the study (eg, relocation, retirement), the records shall be  transferred to the personnel designated by the head of the study site. Notice of such transfer will  be given in writing to BMS.",9.2.1
375,Study Drug Records,"It is the responsibility of the study drug storage manager designated by the head of the study site  to ensure that a current disposition record of study drug (inventoried and dispensed) is  maintained at the study site to include investigational product and the non-investigational  product(s). Records or logs must comply with applicable regulations and guidelines and should  include: amount received and placed in storage area  amount currently in storage area  label identification number or batch number   amount dispensed to and returned by each subject, including unique subject identifiers  amount transferred to another area/site for dispensing or storage  nonstudy disposition (eg, lost, wasted)   amount destroyed at study site, if applicable  amount returned to BMS  retain samples for bioavailability/bioequivalence, if applicable  dates and initials of person responsible for Investigational Product dispensing/accountability,  as per the Delegation of Authority Form.",9.2.2
376,Study Drug Records,BMS will provide forms to facilitate inventory control if the investigational site does not have an  established system that meets these requirements.,9.2.2
377,Case Report Forms,An investigator is required to prepare and maintain adequate and accurate case histories designed  to record all observations and other data pertinent to the investigation on each individual treated  or entered as a control in the investigation. Data that are derived from source documents and  reported on the CRF must be consistent with the source documents or the discrepancies must be  explained. Additional clinical information may be collected and analyzed in an effort to enhance  understanding of product safety. CRFs may be requested for AEs and/or laboratory abnormalities  that are reported or identified during the course of the study.,9.2.3
378,Case Report Forms,"For sites using the BMS electronic data capture tool, electronic CRFs will be prepared for all  data collection fields except for fields specific to SAEs and pregnancy, which will be reported on  the paper or electronic SAE form and Pregnancy Surveillance form, respectively. Spaces may be  left blank only in those circumstances permitted by study-specific CRF completion guidelines  provided by BMS.",9.2.3
379,Case Report Forms,"The confidentiality of records that could identify subjects must be protected, respecting the  privacy and confidentiality rules in accordance with the applicable regulatory requirement(s).",9.2.3
380,Case Report Forms,   BMS and the investigator will maintain an original and a copy of the signature sheet to document  signatures and initials of all persons authorized to make entries and/or corrections on CRFs.,9.2.3
381,Case Report Forms,"The completed CRF, including any paper or electronic SAE/pregnancy CRFs, must be promptly  reviewed, signed, and dated by the investigator. For electronic CRFs, review and  approval/signature is completed electronically through the BMS electronic data capture tool. The investigator must retain a copy of the CRFs including records of the changes and corrections.",9.2.3
382,Case Report Forms,Each individual electronically signing electronic CRFs must meet BMS training requirements  and must only access the BMS electronic data capture tool using the unique user account  provided by BMS. User accounts are not to be shared or reassigned to other individuals.,9.2.3
383,Clinical Study Report and Publications,A Signatory Investigator must be selected to sign the clinical study report.,9.3
384,Clinical Study Report and Publications,"For this protocol, the Signatory Investigator will be selected as appropriate based on the  following criteria: Subject recruitment (eg, among the top quartile of enrollers)  Involvement in trial design  Other criteria (as determined by the study team) The data collected during this study are confidential and proprietary to BMS. Any publications  or abstracts arising from this study require approval by BMS prior to publication or presentation  and must adhere to BMSs publication requirements as set forth in the approved clinical trial  agreement (CTA). All draft publications, including abstracts or detailed summaries of any proposed presentations, must be submitted to BMS at the earliest practicable time for review, but  at any event not less than 30 days before submission or presentation unless otherwise set forth in  the CTA. BMS shall have the right to delete any confidential or proprietary information  contained in any proposed presentation or abstract and may delay publication for up to 60 days  for purposes of filing a patent application.",9.3
385,Clinical Study Report and Publications,  ,9.3
